uniqueName,superclasses,subclasses,description
FLOATING ROOF DRAINAGE SYSTEM WITH SWIVEL JOINTS,DRAINAGE SYSTEM,,A <FLOATING ROOF DRAINAGE SYSTEM WITH SWIVEL JOINTS> is a <DRAINAGE SYSTEM> for a <FLOATING ROOF> using <SWIVEL JOINT>s for the required flexibility
SYPHONIC ROOF DRAINAGE SYSTEM,DRAINAGE SYSTEM,,A <SYPHONIC ROOF DRAINAGE SYSTEM > is a <DRAINAGE SYSTEM> for a <TANK ROOF> using <SYPHONING> caused by the column of water falling in a vertical downpipe
ELECTRICAL SYSTEM,SYSTEM,"SWITCHGEAR AND CONTROL GEAR UNIT, SURGE PROTECTION, EARTHING SYSTEM, BATTERY AND NO-BREAK SYSTEM, PLANT LIGHTING SYSTEM, POWER CONTROL SYSTEM, ELECTRICAL POWER GENERATION SYSTEM, ELECTRIC POWER DISTRIBUTION SYSTEM, ELECTRICAL POWER SUPPLY SYSTEM","An <ELECTRICAL SYSTEM> is an <ARTEFACT>  and a <SYSTEM> that is a network of electrical components deployed to supply, transfer, and use electric power"
SWITCHGEAR AND CONTROL GEAR UNIT,ELECTRICAL SYSTEM,,A <SWITCHGEAR AND CONTROL GEAR UNIT> is an <ARTEFACT> and an <ELECTRICAL SYSTEM> that is the part of an assembly of switchgear and control gear comprising all the components of the main circuits and auxiliary circuits that contribute to the fulfilment of a single function
ELECTRICAL POWER SUPPLY SYSTEM,ELECTRICAL SYSTEM,,"An <ELECTRICAL POWER SUPPLY SYSTEM> is an <ELECTRICAL SYSTEM> that is the receiving system for general grid power supply and comprises all installations, from point of tie in up to and including the main plant intake transformer and switchgear from where the plant power is distributed"
ELECTRICAL POWER GENERATION SYSTEM,ELECTRICAL SYSTEM,,"An <ELECTRICAL POWER GENERATION SYSTEM> is an <ELECTRICAL SYSTEM> comprising power generation facilities for the generation of the plant normal power, back-up power or emergency power"
ELECTRIC POWER DISTRIBUTION SYSTEM,ELECTRICAL SYSTEM,,"An <ELECTRIC POWER DISTRIBUTION SYSTEM> is an <ELECTRICAL SYSTEM> that comprises all facilities which are necessary to distribute <ELECTRIC POWER> over the plant, from the point of main intake to the take over connection of the various users including all intermediate distribution panels and potential step down transformers"
EARTHING SYSTEM,ELECTRICAL SYSTEM,,An <EARTHING SYSTEM> is an <ELECTRICAL SYSTEM> that is an arrangement of connections necessary to earth equipment or a system separately or jointly
PLANT LIGHTING SYSTEM,ELECTRICAL SYSTEM,,A <PLANT LIGHTING SYSTEM> is an <ARTEFACT> and an <ELECTRICAL SYSTEM> that includes lighting applications for a plant
BATTERY AND NO-BREAK SYSTEM,ELECTRICAL SYSTEM,,"A <BATTERY AND NO-BREAK SYSTEM> is an <ELECTRICAL SYSTEM> that is a battery powered, no -break system"
POWER CONTROL SYSTEM,ELECTRICAL SYSTEM,,A <POWER CONTROL SYSTEM> is an <ARTEFACT> and an <ELECTRICAL SYSTEM> that controls the supplied power
ENGINE MANEUVERING SYSTEM,SYSTEM,,"An <ENGINE MANEUVERING SYSTEM> is a <SYSTEM> for start, stop and reversing a low speed ship propulsion diesel engine. The maneuvering system can be local or from the bridge"
EXHAUST SYSTEM,SYSTEM,TWR EXHAUST SYSTEM,An <EXHAUST SYSTEM> is a <SYSTEM> that is capable of handling exhaust gases from combustion engines
TWR EXHAUST SYSTEM,EXHAUST SYSTEM,,A <TWR EXHAUST SYSTEM> is an <EXHAUST SYSTEM> for a TWR
FAULT-TOLERANT SYSTEM,SYSTEM,,A <FAULT-TOLERANT SYSTEM> is a <FAULT TOLERANT ARTEFACT> and a <SYSTEM> that continues operating in the event of a failure of some of its system components
FIRE AND SAFETY SYSTEM,SYSTEM,FIRE AND GAS DETECTION SYSTEM,"A <FIRE AND SAFETY SYSTEM> is a <SYSTEM> related to the detection of a fire, the warning resulting from a fire, or the control of a fire. This may include sprinkler systems or other fire extinguishing systems"
FIRE AND GAS DETECTION SYSTEM,FIRE AND SAFETY SYSTEM,,A <FIRE AND GAS DETECTION SYSTEM> is a <FIRE AND SAFETY SYSTEM> and a <FIRE DETECTING INSTRUMENT> intended for detection of possible leakages of hydrocarbons and/or fire
FIRE HAZARD MITIGATION SYSTEM,SYSTEM,,<FIRE HAZARD MITIGATION SYSTEM> is <SYSTEM> that is capable of <MITIGATING> the <RISK> of <FIRE>
FISCAL METERING SYSTEM,SYSTEM,"WEIGHT METERING SYSTEM, VOLUMETRIC FLOW METERING SYSTEM","A <FISCAL METERING SYSTEM> is a <SYSTEM> that is a metering system that measures flow rate and total quantity of gas or other product. Normally it consists of a mechanical part including a flow element, an instrument part and a computer part that can perform calculations for quantity, reporting and control functions"
VOLUMETRIC FLOW METERING SYSTEM,FISCAL METERING SYSTEM,,"A <VOLUMETRIC FLOW METERING SYSTEM> is an <ARTEFACT> and a <FISCAL METERING SYSTEM> that measures actual flow, temp, pressure and density of a gas or liquid"
WEIGHT METERING SYSTEM,FISCAL METERING SYSTEM,,A <WEIGHT METERING SYSTEM> is an <ARTEFACT> and a <FISCAL METERING SYSTEM> that measures the weight of a substance. Bulk material products (solids) are measured by weight in general
FLUID LEAK DETECTION SYSTEM,SYSTEM,,<FLUID LEAK DETECTION SYSTEM> is <SYSTEM> that is capable of <DETECTING> the fact that a <FLUID> is <LEAkING> from a <SYSTEM> or <DEVICE>
FLUID SYSTEM,SYSTEM,"FLUID DISTRIBUTION SYSTEM, FLUID FUEL SYSTEM, BUFFER FLUID SYSTEM, FLARE VENT AND BLOWDOWN SYSTEM, LIQUID SYSTEM, CENTRIFUGAL COMPRESSOR RECYCLE SYSTEM, CENTRIFUGAL COMPRESSOR MAIN FLUID SYSTEM, HYDRAULIC VALVE LIFT SYSTEM, GAS SYSTEM, PIPING NETWORK SYSTEM, CONDENSATE REGENERATION SYSTEM",A <FLUID SYSTEM> is a <SYSTEM> that is capable of handling fluids or substances that behave as fluids
HYDRAULIC VALVE LIFT SYSTEM,FLUID SYSTEM,,A <HYDRAULIC VALVE LIFT SYSTEM> is a <FLUID SYSTEM> using hydraulic fluid (oil) to operate the cylinder valves
CENTRIFUGAL COMPRESSOR RECYCLE SYSTEM,FLUID SYSTEM,,A <CENTRIFUGAL COMPRESSOR RECYCLE SYSTEM> is a <FLUID SYSTEM> that is the recycle system used on a centrifugal compressor
CENTRIFUGAL COMPRESSOR MAIN FLUID SYSTEM,FLUID SYSTEM,,A <CENTRIFUGAL COMPRESSOR MAIN FLUID SYSTEM> is a <FLUID SYSTEM> that is the main fluid system intended for a centrifugal compressor
BUFFER FLUID SYSTEM,FLUID SYSTEM,,A <BUFFER FLUID SYSTEM> is an <ARTEFACT> and a <FLUID SYSTEM> that is introduced between dual mechanical seals. The fluid is always at a lower pressure than the pump or compressor process pressure being sealed
FLUID DISTRIBUTION SYSTEM,FLUID SYSTEM,,A <FLUID DISTRIBUTION SYSTEM> is a <FLUID SYSTEM> capable of distributing fluids from one location to one or several others
FLUID FUEL SYSTEM,"FLUID SYSTEM, FUEL SYSTEM",,A <FLUID FUEL SYSTEM> is a <FLUID SYSTEM> and a <FUEL SYSTEM> intended for fluid fuel services
FLARE VENT AND BLOWDOWN SYSTEM,"FLUID SYSTEM, VENTILATION SYSTEM",,"A <FLARE VENT AND BLOWDOWN SYSTEM> is a <FLUID SYSTEM> and a <VENTILATION SYSTEM> intended for hot disposal of relieved hydrocarbons (liquid or vapour) by collecting, transport and flaring at a safe location"
CONDENSATE REGENERATION SYSTEM,FLUID SYSTEM,,A <CONDENSATE REGENERATION SYSTEM> is a <FLUID SYSTEM> at the end of the steam circulation which includes a regeneration package before feeding back into the steam generation process
GAS SYSTEM,FLUID SYSTEM,,A <GAS SYSTEM> is a <FLUID SYSTEM> that is capable of handling substances that behave as gas
LIQUID SYSTEM,FLUID SYSTEM,,A <LIQUID SYSTEM> is a <FLUID SYSTEM> that is capable of handling substances that behave as liquids
FUEL SYSTEM,SYSTEM,"FLUID FUEL SYSTEM, FUEL SUPPLY SYSTEM, SOLID FUEL SYSTEM",A <FUEL SYSTEM> is a <SYSTEM> intended for fuel services
SOLID FUEL SYSTEM,FUEL SYSTEM,,A <SOLID FUEL SYSTEM> is a <FUEL SYSTEM> capable of handling combustible solids used for fuel
FUEL SUPPLY SYSTEM,FUEL SYSTEM,,A <FUEL SUPPLY SYSTEM> is an <ARTEFACT> and a <FUEL SYSTEM> intended to deliver fuel to a consumer
GAS SWEETENING SYSTEM,SYSTEM,"CO2 REMOVAL SYSTEM, H2S REMOVAL SYSTEM, NORSOK GAS SWEETENING SYSTEM",A <GAS SWEETENING SYSTEM> is a <SYSTEM> for removal of sour substances as H2S and CO2
NORSOK GAS SWEETENING SYSTEM,GAS SWEETENING SYSTEM,,A <NORSOK GAS SWEETENING SYSTEM> is a <GAS SWEETENING SYSTEM> for removal of sour substances as <H2S> and a <CO2>. Defined by NORSOK
H2S REMOVAL SYSTEM,GAS SWEETENING SYSTEM,,An <H2S REMOVAL SYSTEM> is an <ARTEFACT> and a <GAS SWEETENING SYSTEM> for removal of the component hydrogen sulfide from a gas stream to meet the required specification
CO2 REMOVAL SYSTEM,GAS SWEETENING SYSTEM,,A <CO2 REMOVAL SYSTEM> is an <ARTEFACT> and a <GAS SWEETENING SYSTEM> for removal of the noxious component carbon dioxide from a gas stream to meet the gas specification and to prevent corrosion in the pipelines transferring the gas
GAS TREATMENT SYSTEM,SYSTEM,"NORSOK GAS TREATMENT SYSTEM, GAS DEHYDRATION SYSTEM, GAS SCRUBBING SYSTEM","A <GAS TREATMENT SYSTEM> is a <SYSTEM> for cooling and scrubbing the gas, dehydrating the gas, and regenerating the dehydration media"
NORSOK GAS TREATMENT SYSTEM,GAS TREATMENT SYSTEM,,"A <NORSOK GAS TREATMENT SYSTEM> is a <SYSTEM> for cooling and scrubbing the gas, dehydrating the gas, and regenerating the dehydration media, as defined by NORSOK"
GAS SCRUBBING SYSTEM,GAS TREATMENT SYSTEM,,A <GAS SCRUBBING SYSTEM> is an <ARTEFACT> and a <GAS TREATMENT SYSTEM> including purifying a gas (remove small droplets) by routing the gas through a separator. Often placed upstream compressors. For other purposes the purifying can also be made by putting the gas through water or chemical wash
GAS DEHYDRATION SYSTEM,GAS TREATMENT SYSTEM,,A <GAS DEHYDRATION SYSTEM> is an <ARTEFACT> and a <GAS TREATMENT SYSTEM> including a tank or a tower through which gas is run to remove entrained water. A common method of gas dehydration is through the use of various glycols
HANDOVER SYSTEM,SYSTEM,,"A <HANDOVER SYSTEM> is an <ARTEFACT> and a <SYSTEM> that is deemed completely installed, precommissioned and functionable, and that is the subject of a custody transfer"
IMPELLER ASSEMBLY,SYSTEM,,An <IMPELLER ASSEMBLY> is an <IMPELLER> and a <SYSTEM> that is an assembly of parts belonging to the impeller and where the impeller is the main component
INFRASTRUCTURE,SYSTEM,infrastructure,An <INFRASTRUCTURE> is an <ARTEFACT> and a <SYSTEM> that consists of the basic physical systems of a business or nation
infrastructure,INFRASTRUCTURE,,A basic physical and organizational structure or facilities (e.g. buildings and roads) needed for the operation of a site
INJECTION SYSTEM,SYSTEM,"WATER INJECTION SYSTEM, RESERVOIR GAS INJECTION SYSTEM, STUFFING BOX PACKING INJECTION SYSTEM, GROUT INJECTION SYSTEM, CHEMICAL INJECTION SYSTEM",An <INJECTION SYSTEM> is a <SYSTEM> that injects a substance into a location
RESERVOIR GAS INJECTION SYSTEM,INJECTION SYSTEM,,"A <RESERVOIR GAS INJECTION SYSTEM> is an <ARTEFACT> and an <INJECTION SYSTEM> for an oil or gas reservoir which cool and scrub, compress and route injection gas to the well-head manifold"
WATER INJECTION SYSTEM,INJECTION SYSTEM,,A <WATER INJECTION SYSTEM> is an <ARTEFACT> and an <INJECTION SYSTEM> for pumping treated water into the ground for disposal reasons and/or to increase the pressure in the oil/gas reservoir
CHEMICAL INJECTION SYSTEM,INJECTION SYSTEM,,"A <CHEMICAL INJECTION SYSTEM> is an <ARTEFACT> and an <INJECTION SYSTEM> which provides service for injection of inhibitors etc. into the process. Serves as utility for make-up purposes of water, products and when required by process. It is a skid based package consisting of positive displacement pump , motor , puslsation dampeners , etc."
GROUT INJECTION SYSTEM,INJECTION SYSTEM,,A <GROUT INJECTION SYSTEM> is an <ARTEFACT> and an <INJECTION SYSTEM> that includes injection of grout to fill up hollow space. The grout when hardened obtain contact between elements and increase combined strength. Used for instance to secure piles in a jacket
STUFFING BOX PACKING INJECTION SYSTEM,INJECTION SYSTEM,,"A <STUFFING BOX PACKING INJECTION SYSTEM> is an <ARTEFACT> and an <INJECTION SYSTEM> that is used to provide injection liquid for lubrication, cooling and displacement of abrasive particles from the stuffing box"
INSTRUMENT TUBING SYSTEM,SYSTEM,,"An <INSTRUMENT TUBING SYSTEM> is a <SYSTEM>, consisting of <INSTRUMENT TUBING>, <INSTRUMENT TUBE FITTING>, and the necessary supporting materials, that connects an <INSTRUMENTATION ITEM> to another one, and/or to an <INSTRUMENT TUBING CONNECTION POINT>"
LUBRICATION SYSTEM,SYSTEM,"FORCED FEED LUBRICATION SYSTEM, PRESSURE LUBRICATION SYSTEM, lubrication system, GREASE LUBRICATION SYSTEM, MECHANICAL SEAL LUBRICATION SYSTEM, LUBRICATOR SYSTEM, MIST LUBRICATION SYSTEM, CONSTANT LEVEL OILER, LUBRICATION OIL SYSTEM, FLOOD LUBRICATION, OIL LUBRICATION SYSTEM",A <LUBRICATION SYSTEM> is a <SYSTEM> that is intended to provide lubrication to motion parts of equipment involved
lubrication system,LUBRICATION SYSTEM,,A system that provides lubricant to rotating or moving items
PRESSURE LUBRICATION SYSTEM,LUBRICATION SYSTEM,,A <PRESSURE LUBRICATION SYSTEM> is an <ARTEFACT> and a <LUBRICATION SYSTEM> were the lubrication function is achieved by a lubricant that is circulated under pressure through channels or piping to the lubricating points by a lubricating oil pump
FLOOD LUBRICATION,LUBRICATION SYSTEM,,A <FLOOD LUBRICATION> is an <ARTEFACT> and a <LUBRICATION SYSTEM> where the lubricant (oil) is circulated through the bearing without buiding up a pressure
CONSTANT LEVEL OILER,LUBRICATION SYSTEM,,A <CONSTANT LEVEL OILER> is an <ARTEFACT> and a <LUBRICATION SYSTEM> intended to supply and maintain an oil level at constant height within bearing housing
FORCED FEED LUBRICATION SYSTEM,LUBRICATION SYSTEM,,A <FORCED FEED LUBRICATION SYSTEM> is an <ARTEFACT> and a <LUBRICATION SYSTEM> that is a mechanical system of lubricating internal combustion engines in which a pump forces oil into the engine bearings
GREASE LUBRICATION SYSTEM,LUBRICATION SYSTEM,,A <GREASE LUBRICATION SYSTEM> is an <ARTEFACT> and a <LUBRICATION SYSTEM> intended to lubricate rotating or moving items with grease
LUBRICATOR SYSTEM,LUBRICATION SYSTEM,,A <LUBRICATOR SYSTEM> is an <ARTEFACT> and a  <LUBRICATION SYSTEM> that is a fresh lubricant supply system which provides lubrication to stuffing box and/or cylinder(s) of equipment involved
MIST LUBRICATION SYSTEM,LUBRICATION SYSTEM,,A <MIST LUBRICATION SYSTEM> is an <ARTEFACT> and a <LUBRICATION SYSTEM> intended to provide lubrication by creating a mist of lubrication liquid to reach items that need lubrication
OIL LUBRICATION SYSTEM,LUBRICATION SYSTEM,,An <OIL LUBRICATION SYSTEM> is an <ARTEFACT> and a <LUBRICATION SYSTEM> intended to lubricate rotating or moving items with oil
MECHANICAL SEAL LUBRICATION SYSTEM,LUBRICATION SYSTEM,,A <MECHANICAL SEAL LUBRICATION SYSTEM> is an <ARTEFACT> and a <LUBRICATION SYSTEM> which provides lubrication and/or buffer fluid to a mechanical seal arrangement
LUBRICATION OIL SYSTEM,LUBRICATION SYSTEM,,A <LUBRICATION OIL SYSTEM> is an <ARTEFACT> and a <LUBRICATION SYSTEM> and an <OIL SYSTEM> that supplies lube oil to moving parts of a machine
MEASURE SYSTEM,SYSTEM,,A <MEASURE SYSTEM> is a <SYSTEM> that can ascertain or determine the spatial magnitude or quantity (of something) by the application of some object of known size or capacity (like expressing a quantity of consideration by a known or acknowledged unit of measure)
Measuring assembly,MEASURING SYSTEM,,"A <Measuring assembly> is a <Measuring instrument> and a <MEASURING SYSTEM> comprising several required and/or optional components which together function as a gauge, transmitter or switch"
FLOW MEASURING SYSTEM,MEASURING SYSTEM,,A <FLOW MEASURING SYSTEM> is a <MEASURING SYSTEM> for <MEASURING> a <FLOW RATE>
PRESSURE MEASURING SYSTEM,MEASURING SYSTEM,,A <PRESSURE MEASURING SYSTEM> is a <MEASURING SYSTEM> for <MEASURING> a <PRESSURE>
TEMPERATURE MEASURING SYSTEM,MEASURING SYSTEM,,A <TEMPERATURE MEASURING SYSTEM> is a <MEASURING SYSTEM> for <MEASURING> a <TEMPERATURE>
TEMPERATURE MEASURING SYSTEM - MULTIPOINT,MEASURING SYSTEM,,"A <TEMPERATURE MEASURING SYSTEM - MULTIPOINT> is a <MEASURING SYSTEM> for <MEASURING> a <TEMPERATURE> at more than one location, with a central presenation of the results"
MOTOR SET,SYSTEM,,A <MOTOR SET> is a <MOTOR> and a <SYSTEM> that is an assembly of <MOTOR>s sharing certain functionalities
NAVIGATIONAL AID SYSTEM,SYSTEM,,"A <NAVIGATIONAL AID SYSTEM> is a <SYSTEM> that consists of devices external to a vessel or aircraft specifically intended to assist navigators in determining their position or safe course, or to warn them of dangers or obstructions to navigation"
NOMENCLATURE,SYSTEM,"COMPANY SPECIFIC NOMENCLATURE, EXCLUSIVE NOMENCLATURE, NPD REPORT NOMENCLATURE, MONTHLY PRODUCTION REPORT NOMENCLATURE, STATUS CODE LIST, BINOMIAL NOMENCLATURE, INCLUSIVE NOMENCLATURE, CODE LIST, MONTHLY PRODUCTION REPORT NOMENCLATURE OLD, SHARECAT NOMENCLATURE, USER DEFINED NOMENCLATURE",A <NOMENCLATURE> is an <InformationObject> and a <SYSTEM> that is a formal system of naming
NPD REPORT NOMENCLATURE,NOMENCLATURE,,A <NPD REPORT NOMENCLATURE> is a <NOMENCLATURE> used in reports defined by the Norwegian Petroleum Directorate (NPD)
MONTHLY PRODUCTION REPORT NOMENCLATURE OLD,NOMENCLATURE,,A <MONTHLY PRODUCTION REPORT NOMENCLATURE OLD> is a <NOMENCLATURE> that is used in the early phases of the project monthly production report and not included in the final deliverables
BINOMIAL NOMENCLATURE,NOMENCLATURE,,A <BINOMIAL NOMENCLATURE> is a <NOMENCLATURE> in which each species of animal or plant receives a name of two terms of which the first identifies the genus to which it belongs and the second the species itself
EXCLUSIVE NOMENCLATURE,NOMENCLATURE,,An <EXCLUSIVE NOMENCLATURE> is a <NOMENCLATURE> which shall not be expanded by the user
INCLUSIVE NOMENCLATURE,NOMENCLATURE,,An <INCLUSIVE NOMENCLATURE> is a <NOMENCLATURE> which may be expanded by the user of the data documentation if this is necessary for a specific application
USER DEFINED NOMENCLATURE,NOMENCLATURE,,A <USER DEFINED NOMENCLATURE> is a <NOMENCLATURE> which may be used for any other data field in the data documentation format where the user finds it necessary
COMPANY SPECIFIC NOMENCLATURE,NOMENCLATURE,,A <COMPANY SPECIFIC NOMENCLATURE> is a <NOMENCLATURE> controlled by a company
MONTHLY PRODUCTION REPORT NOMENCLATURE,NOMENCLATURE,,A <MONTHLY PRODUCTION REPORT NOMENCLATURE> is a <NOMENCLATURE> that is used in a project monthly production report
CODE LIST,NOMENCLATURE,,A <CODE LIST> is a <NOMENCLATURE> that defines a list of codes
SHARECAT NOMENCLATURE,NOMENCLATURE,,A <SHARECAT NOMENCLATURE> is a <NOMENCLATURE> that is used by Sharecat
STATUS CODE LIST,NOMENCLATURE,,A <STATUS CODE LIST> is a <NOMENCLATURE> that lists strings that are valid status codes for a particular purpose
OVERHEAD SYSTEM,SYSTEM,,"An <OVERHEAD SYSTEM> is a <SYSTEM> that is situated at the top of a distillation column to split the vapour top stream in a reflux stream and a top product stream. Typically it consists of a condenser, storage vessel, piping and control equipment"
PACKAGING SYSTEM,SYSTEM,,"A <PACKAGING SYSTEM> is a <SYSTEM> for the preparation of goods for transport, warehousing, logistics, sale, and end use"
pipeline,PIPELINE,,"A fluid conductor that consists of pipe, possibly also including pumps, valves, and control devices, intended for conveying liquids, gases, or finely divided solids"
RIGID PIPELINE,PIPELINE,,A <RIGID PIPELINE> is an <ARTEFACT> and  a <PIPELINE> that is assembled from rigid pipes
FLEXIBLE PIPELINE,PIPELINE,,A <FLEXIBLE PIPELINE> is an <ARTEFACT> and  a <PIPELINE> thay is assembled from flexible pipes
PIPELINE BUNDLE,PIPELINE,,A <PIPELINE BUNDLE> is an <ARTEFACT> and  a <PIPELINE> that is an assembly of parallel pipelines. Can also contain cables or umbilicals
GAS EXPORT PIPELINE,PIPELINE,,A <GAS EXPORT PIPELINE> is an <ARTEFACT> and  a <PIPELINE> that is intended for transferring treated gas from a production facility to receiving facility
LIQUID EXPORT PIPELINE,PIPELINE,,A <LIQUID EXPORT PIPELINE> is an <ARTEFACT> and  a <PIPELINE> that is intended for transferring treated liquid from a production facility to receiving facility
FLOWLINE,PIPELINE,,"A <FLOWLINE> is an <ARTEFACT> and  a <PIPELINE> carrying oil, gas or water that connects the wellhead to a manifold or to production facilities, such as heater-treaters and separators"
SUBSEA FLOWLINE,PIPELINE,,"A <SUBSEA FLOWLINE> is an <ARTEFACT> and  a <PIPELINE> located on the seabed which is intended to carry a hydrocarbon fluid between a subsea well and a subsea terminal, such as a riser base"
PLANT TRAIN,SYSTEM,,A <PLANT TRAIN> is a <SYSTEM> that is one of a set of parallel operating identical <SYSTEM>s in a <PLANT>
POSITIONING SYSTEM,SYSTEM,positioning system,"A <POSITIONING SYSTEM> is a <SYSTEM> with, as user interface, handheld or fixed device designed to identify and record the location of an object on the earth&#39;s surface. GPS, GALILEO, SYLEDIS, HYPERFIX, LORAN-C, DECCA etc. are all brands and working on different networks"
positioning system,POSITIONING SYSTEM,,"A handheld or fixed device designed to identify and record the location of an object on the earth&amp;amp;#39;s surface. GPS, GALILEO, SYLEDIS, HYPERFIX, LORAN-C, DECCA etc. are all brands and working on different networks"
PROCESS ISOLATION SYSTEM,SYSTEM,,<PROCESS ISOLATION SYSTEM> is <SYSTEM> that is capable of <ISOLATING> (part of) a <FACILITY> containing hazardous material in order  to mitigate a release of hazardous material when there has been loss of containment.
PROPULSION SYSTEM,SYSTEM,"TWR PROPULSION SYSTEM, THRUSTER",A <PROPULSION SYSTEM> is a <SYSTEM> intended for propulsion
THRUSTER,PROPULSION SYSTEM,,A <THRUSTER> is an <ARTEFACT> and a <PROPULSION SYSTEM> that includes a water jet or propeller used on vessels intended to provide a means to move the vessel sideways for maintaining the vessels position without anchors
TWR PROPULSION SYSTEM,PROPULSION SYSTEM,,A <TWR PROPULSION SYSTEM> is a <PROPULSION SYSTEM> for a TWR
PUBLIC ADDRESS SYSTEM,SYSTEM,PUBLIC ADDRESS AND ALARM SYSTEM,A <PUBLIC ADDRESS SYSTEM> is a <SYSTEM> that is a sound-reproducing system for large space and outdoor use
QUENCH SYSTEM,SYSTEM,"GAS QUENCH SYSTEM, WATER QUENCH SYSTEM",A <QUENCH SYSTEM> is a <SYSTEM> intended to cool down a process
GAS QUENCH SYSTEM,QUENCH SYSTEM,,A <GAS QUENCH SYSTEM> is an <ARTEFACT> and a <QUENCH SYSTEM> that makes use of a gas
WATER QUENCH SYSTEM,QUENCH SYSTEM,,A <WATER QUENCH SYSTEM> is an <ARTEFACT> and a <QUENCH SYSTEM> where water is used as cooling medium
ROTATING EQUIPMENT SYSTEM,SYSTEM,"TRANSMISSION SYSTEM, EXPANDER SYSTEM, TURBINE SYSTEM, COMPRESSOR SYSTEM",A <ROTATING EQUIPMENT SYSTEM> is a <SYSTEM> using rotating equipment as main equipment
TRANSMISSION SYSTEM,ROTATING EQUIPMENT SYSTEM,,"A <TRANSMISSION SYSTEM> is an <ARTEFACT> and a <ROTATING EQUIPMENT SYSTEM> intended to transmit power from the driver shaft onto the driven equipment shaft either or not at the same speed and related torque, by means of an assembly of transmission components and auxiliaries"
EXPANDER SYSTEM,ROTATING EQUIPMENT SYSTEM,,An <EXPANDER SYSTEM> is an <ARTEFACT> and a <ROTATING EQUIPMENT SYSTEM> that is one or more expanders and related equipment intended to generate power by the process of gas expansion
TURBINE SYSTEM,ROTATING EQUIPMENT SYSTEM,,"A <TURBINE SYSTEM> is a <TRUBINE> and a <ROTATING EQUIPMENT SYSTEM>, consisting of one or more <BARE TURBINE>s and auxilliary systems and parts"
SAFETY SYSTEM,SYSTEM,"GAS DETECTION SYSTEM, FIRE DETECTION SYSTEM, FIRE FIGHTING SYSTEM, SAFETY VENTILATION SYSTEM, PRESSURE RELIEF SYSTEM, FLUID EXPANSION SYSTEM, PROTECTION SYSTEM",A <SAFETY SYSTEM> is a <SYSTEM> intended to ensure a safe situation
FLUID EXPANSION SYSTEM,SAFETY SYSTEM,,A <FLUID EXPANSION SYSTEM> is a <SAFETY SYSTEM> intended to accommodate the expansion and contraction of a fluid
FIRE DETECTION SYSTEM,SAFETY SYSTEM,,A <FIRE DETECTION SYSTEM> is a <SAFETY SYSTEM> intended to identify the existence of fire
GAS DETECTION SYSTEM,SAFETY SYSTEM,,A <GAS DETECTION SYSTEM> is a <SAFETY SYSTEM> intended to identify dangerous gas concentrations
PRESSURE RELIEF SYSTEM,SAFETY SYSTEM,,A <PRESSURE RELIEF SYSTEM> is a <SAFETY SYSTEM> intended to reduce the pressure in one or more items when pressure exceeds a predetermined value
SAFETY VENTILATION SYSTEM,"SAFETY SYSTEM, VENTILATION SYSTEM",,A <SAFETY VENTILATION SYSTEM> is a <SAFETY SYSTEM> and a <VENTILATION SYSTEM> intended to provide air circulation
PROTECTION SYSTEM,SAFETY SYSTEM,,"A <PROTECTION SYSTEM> is an <ARTEFACT> and a <SAFETY SYSTEM> which includes measures made and/or done to defend, guard and/or avoid from injury, danger and/or harm, or temperature loss"
FIRE FIGHTING SYSTEM,SAFETY SYSTEM,,A <FIRE FIGHTING SYSTEM> is a <SAFETY SYSTEM> intended to extinguish a fire
SEAL SUPPORT SYSTEM,SYSTEM,,A <SEAL SUPPORT SYSTEM> is an <ARTEFACT> and a <SYSTEM> that is designed to keep high process security and are developed to seal products within their emission limits. ... Main task of a seal support system is the cooling effect and a controlled lubrication of the mechanical seal faces
SEPARATION AND STABILISATION SYSTEM,SYSTEM,NORSOK SYSTEM 20,A <SEPARATION AND STABILISATION SYSTEM> is a <SYSTEM> intended to provide separation and stabilisation capabilities
NORSOK SYSTEM 20,SEPARATION AND STABILISATION SYSTEM,,A <NORSOK SYSTEM 20> is a <SEPARATION AND STABILISATION SYSTEM> as defined by NORSOK-Z-DP-002
TWIN AGENT SKID,SKID ASSEMBLY,,A <TWIN AGENT SKID> is a <SKID ASSEMBLY> that supports a Twin Agent Fire Extinguishing System (TAFES)
CENTRIFUGAL PUMP SKID,SKID ASSEMBLY,,A <CENTRIFUGAL PUMP SKID> is a <SKID ASSEMBLY> containing a centrifugal pump with motor and auxillary systems
INERGEN SKID,SKID ASSEMBLY,,An <INERGEN SKID> is a <SKID ASSEMBLY> containing the units required for operating an inergen system
WATER MIST SKID,SKID ASSEMBLY,,A <WATER MIST SKID> is a <SKID ASSEMBLY> containing the units required to operate a water mist system
FIREWATER VALVE SKID,SKID ASSEMBLY,,A <FIREWATER VALVE SKID> is a <SKID ASSEMBLY> containing valves for firewater distribution
JET WATER PUMP SKID,SKID ASSEMBLY,,A <JET WATER PUMP SKID> is a <SKID ASSEMBLY> containing the pump system for water jet
START SYSTEM,SYSTEM,"BATTERY START SYSTEM, STARTING AIR SYSTEM, PNEUMATIC START SYSTEM, HYDRAULIC START SYSTEM","A <START SYSTEM> is a <SYSTEM> intended to start a main process system like combustion in an engine, motion cycles of equipment assemblies etc"
